"id","session","handle","plugin","event","timestamp","call_id","username","callee","call_type"
362,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""accepted"",""call-id"":""03d41c8e-2f3a-123a-8cb5-0050568a2cf5""}",2021-05-14 09:31:38.000,"","","",undefined
363,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bKe6c1.60b2900dd99e7800d7357b9a3615cac8.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKvcp83KBF28Ste\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=mXgF88NH5HDjm\r\nTo: <sip:10005@sip.tb>;tag=0XNe5Kr6cpr8B\r\nCall-ID: 03d41c8e-2f3a-123a-8cb5-0050568a2cf5\r\nCSeq: 35938555 INVITE\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 241\r\n\r\nv=0\r\no=mozilla...THIS_IS_SDPARTA-88.0.1 6651342509282163879 1737983235177926828 IN IP4 192.168.2.82\r\ns=-\r\nt=0 0\r\nm=audio 54832 RTP/AVP 8 101\r\nc=IN IP4 192.168.2.82\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000/1\r\na=fmtp:101 0-15\r\n""}",2021-05-14 09:31:38.000,"","","",undefined
364,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""ACK sip:10005@192.168.2.82:39394 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bKe6c1.1e2f55085d9c461cf2a91d744cc32131.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKXNF15evjZHgDa\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=mXgF88NH5HDjm\r\nTo: <sip:10005@sip.tb>;tag=0XNe5Kr6cpr8B\r\nCall-ID: 03d41c8e-2f3a-123a-8cb5-0050568a2cf5\r\nCSeq: 35938555 ACK\r\nContact: <sip:mod_sofia@192.168.2.82:5090>\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:31:38.000,"","","",undefined
365,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""BYE sip:mod_sofia@192.168.2.82:5090 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bK1mceU80tZUeNr\r\nRoute: <sip:192.168.2.216;lr>\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=0XNe5Kr6cpr8B\r\nTo: \""\"" <sip:0000000000@192.168.2.82>;tag=mXgF88NH5HDjm\r\nCall-ID: 03d41c8e-2f3a-123a-8cb5-0050568a2cf5\r\nCSeq: 957490891 BYE\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:31:58.000,"","","",undefined
366,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;received=192.168.2.82;rport=39394;branch=z9hG4bK1mceU80tZUeNr\r\nFrom: <sip:10005@sip.tb>;tag=0XNe5Kr6cpr8B\r\nTo: \""\"" <sip:0000000000@192.168.2.82>;tag=mXgF88NH5HDjm\r\nCall-ID: 03d41c8e-2f3a-123a-8cb5-0050568a2cf5\r\nCSeq: 957490891 BYE\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:31:58.000,"","","",undefined
367,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""hangup"",""call-id"":""03d41c8e-2f3a-123a-8cb5-0050568a2cf5"",""code"":200,""reason"":""to BYE""}",2021-05-14 09:31:58.000,"03d41c8e-2f3a-123a-8cb5-0050568a2cf5","","",hangup
368,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bK2X56v3Hyv447K\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490887 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:32:03.000,"","","",undefined
369,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bK2X56v3Hyv447K\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490887 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:32:03.000,"","","",undefined
370,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport=39394;branch=z9hG4bK2X56v3Hyv447K;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.73ecfdb3\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490887 REGISTER\r\nContact: <sip:10005@192.168.2.82:39394>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 09:32:03.000,"","","",undefined
371,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-14 09:32:03.000,"","","",undefined
375,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bK62K3vHgXm568m\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490889 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:33:49.000,"","","",undefined
376,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bK62K3vHgXm568m\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490889 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:33:49.000,"","","",undefined
377,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport=39394;branch=z9hG4bK62K3vHgXm568m;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.73ecfdb3\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490889 REGISTER\r\nContact: <sip:10005@192.168.2.82:39394>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:33:49.000,"","","",undefined
378,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-14 10:33:49.000,"","","",undefined
379,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bKgXgUe0r0Qy53r\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490890 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:49:03.000,"","","",undefined
380,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport;branch=z9hG4bKgXgUe0r0Qy53r\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490890 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:39394>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:49:03.000,"","","",undefined
381,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:39394;rport=39394;branch=z9hG4bKgXgUe0r0Qy53r;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=rNB8pUHa4e6jF\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.73ecfdb3\r\nCall-ID: ce7c33a3-2f22-123a-208a-0050568a2cf5\r\nCSeq: 957490890 REGISTER\r\nContact: <sip:10005@192.168.2.82:39394>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-14 10:49:03.000,"","","",undefined
382,8248866431530854,7582164880377588,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-14 10:49:03.000,"","","",undefined
383,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKBUjpF5cm1ep0S\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576604 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:15.000,"","","",undefined
384,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKBUjpF5cm1ep0S\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576604 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:15.000,"","","",undefined
385,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport=42768;branch=z9hG4bKBUjpF5cm1ep0S;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.b34169d0\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576604 REGISTER\r\nContact: <sip:10005@192.168.2.82:42768>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:15.000,"","","",undefined
386,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-18 06:00:15.000,"","","",undefined
387,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 100 Trying\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK718d.f11f7dabf7d5276bddb69eb5a015def3.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKyy8S79cpvt6ZN\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 36105019 INVITE\r\nUser-Agent: WebRTC Gateway\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:23.000,"","","",undefined
388,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""INVITE sip:10005@192.168.2.82:42768 SIP/2.0\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK718d.f11f7dabf7d5276bddb69eb5a015def3.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKyy8S79cpvt6ZN\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 36105019 INVITE\r\nContact: <sip:mod_sofia@192.168.2.82:5090>\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nAllow-Events: talk, hold, conference, presence, as-feature-event, dialog, line-seize, call-info, sla, include-session-description, presence.winfo, message-summary, refer\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 220\r\nX-FS-Support: update_display,send_info\r\nRemote-Party-ID: <sip:0000000000@192.168.2.82>;party=calling;screen=yes;privacy=off\r\n\r\nv=0\r\no=FreeSWITCH 1621266879 1621266880 IN IP4 192.168.2.82\r\ns=FreeSWITCH\r\nc=IN IP4 192.168.2.82\r\nt=0 0\r\nm=audio 50744 RTP/AVP 8 101\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000\r\na=fmtp:101 0-16\r\na=ptime:20\r\n""}",2021-05-18 06:00:23.000,"","","",undefined
390,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 180 Ringing\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK718d.f11f7dabf7d5276bddb69eb5a015def3.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKyy8S79cpvt6ZN\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nTo: <sip:10005@sip.tb>;tag=c4K0XXK2U6pvm\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 36105019 INVITE\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nUser-Agent: WebRTC Gateway\r\nAccept: application/sdp\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:23.000,"","","",undefined
391,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""accepted"",""call-id"":""2cdf0451-3241-123a-8cb5-0050568a2cf5""}",2021-05-18 06:00:28.000,"","","",undefined
392,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK718d.f11f7dabf7d5276bddb69eb5a015def3.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKyy8S79cpvt6ZN\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nTo: <sip:10005@sip.tb>;tag=c4K0XXK2U6pvm\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 36105019 INVITE\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 191\r\n\r\nv=0\r\no=- 6651762745498120131 8786298053116386879 IN IP4 192.168.2.82\r\ns=-\r\nt=0 0\r\nm=audio 54974 RTP/AVP 8 101\r\nc=IN IP4 192.168.2.82\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000\r\n""}",2021-05-18 06:00:28.000,"","","",undefined
393,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""ACK sip:10005@192.168.2.82:42768 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK718d.5f73ed8de607589943da18e4d4b09418.0\r\nVia: SIP/2.0/UDP 192.168.2.82:5090;received=192.168.2.82;rport=5090;branch=z9hG4bKZ71j94XSS3vjH\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nTo: <sip:10005@sip.tb>;tag=c4K0XXK2U6pvm\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 36105019 ACK\r\nContact: <sip:mod_sofia@192.168.2.82:5090>\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:00:28.000,"","","",undefined
394,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""BYE sip:mod_sofia@192.168.2.82:5090 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKDD57jUeUU025g\r\nRoute: <sip:192.168.2.216;lr>\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=c4K0XXK2U6pvm\r\nTo: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 957576606 BYE\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:01:31.000,"","","",undefined
395,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;received=192.168.2.82;rport=42768;branch=z9hG4bKDD57jUeUU025g\r\nFrom: <sip:10005@sip.tb>;tag=c4K0XXK2U6pvm\r\nTo: \""\"" <sip:0000000000@192.168.2.82>;tag=555g382B4eHUa\r\nCall-ID: 2cdf0451-3241-123a-8cb5-0050568a2cf5\r\nCSeq: 957576606 BYE\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:01:31.000,"","","",undefined
396,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""hangup"",""call-id"":""2cdf0451-3241-123a-8cb5-0050568a2cf5"",""code"":200,""reason"":""to BYE""}",2021-05-18 06:01:31.000,"2cdf0451-3241-123a-8cb5-0050568a2cf5","","",hangup
397,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKUB72BptcKXtBK\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576605 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:25:25.000,"","","",undefined
398,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport=42768;branch=z9hG4bKUB72BptcKXtBK;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.b34169d0\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576605 REGISTER\r\nContact: <sip:10005@192.168.2.82:42768>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:25:25.000,"","","",undefined
399,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-18 06:25:25.000,"","","",undefined
400,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKeQ7SDrtFv61eF\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576606 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:57:07.000,"","","",undefined
401,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport;branch=z9hG4bKeQ7SDrtFv61eF\r\nMax-Forwards: 70\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576606 REGISTER\r\nContact: 10005 <sip:10005@192.168.2.82:42768>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:57:07.000,"","","",undefined
402,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:42768;rport=42768;branch=z9hG4bKeQ7SDrtFv61eF;received=192.168.2.82\r\nFrom: <sip:10005@sip.tb>;tag=BUt7U22yyX09r\r\nTo: <sip:10005@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.b34169d0\r\nCall-ID: 283ae3f0-3241-123a-3d80-0050568a2cf5\r\nCSeq: 957576606 REGISTER\r\nContact: <sip:10005@192.168.2.82:42768>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-18 06:57:07.000,"","","",undefined
403,618662393677348,2411790737478828,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10005@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-18 06:57:07.000,"","","",undefined
